Store_Number,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price, CPI ,Unemployment
1,10/21/2011,"1,502,563",0,63.71,3.353,218,7.866
1,10/28/2011,"1,445,249",0,66.57,3.372,218,7.866
1,11/4/2011,"1,697,230",0,54.98,3.332,218,7.866
1,11/11/2011,"1,594,939",0,59.11,3.297,218,7.866
1,11/18/2011,"1,539,484",0,62.25,3.308,218,7.866
1,11/25/2011,"2,033,321",1,60.14,3.236,218,7.866
1,12/2/2011,"1,584,084",0,48.91,3.172,219,7.866
1,12/9/2011,"1,799,682",0,43.93,3.158,219,7.866
1,12/16/2011,"1,881,177",0,51.63,3.159,219,7.866
1,12/23/2011,"2,270,189",0,47.96,3.112,219,7.866
1,12/30/2011,"1,497,463",1,44.55,3.129,220,7.866
1,1/6/2012,"1,550,370",0,49.01,3.157,220,7.348
1,1/13/2012,"1,459,601",0,48.53,3.261,220,7.348
1,1/20/2012,"1,394,394",0,54.11,3.268,220,7.348
1,1/27/2012,"1,319,326",0,54.26,3.29,220,7.348
1,2/3/2012,"1,636,340",0,56.55,3.36,220,7.348
1,2/10/2012,"1,802,477",1,48.02,3.409,220,7.348
1,2/17/2012,"1,819,870",0,45.32,3.51,220,7.348
1,2/24/2012,"1,539,388",0,57.25,3.555,221,7.348
1,3/2/2012,"1,688,421",0,60.96,3.63,221,7.348
1,3/9/2012,"1,675,431",0,58.76,3.669,221,7.348
1,3/16/2012,"1,677,473",0,64.74,3.734,221,7.348
1,3/23/2012,"1,511,068",0,65.93,3.787,221,7.348
1,3/30/2012,"1,649,605",0,67.61,3.845,221,7.348
1,4/6/2012,"1,899,677",0,70.43,3.891,221,7.143
1,4/13/2012,"1,621,032",0,69.07,3.891,222,7.143
1,4/20/2012,"1,521,578",0,66.76,3.877,222,7.143
1,4/27/2012,"1,468,928",0,67.23,3.814,222,7.143
1,5/4/2012,"1,684,520",0,75.55,3.749,222,7.143
1,5/11/2012,"1,611,096",0,73.77,3.688,222,7.143
1,5/18/2012,"1,595,902",0,70.33,3.63,222,7.143
1,5/25/2012,"1,555,445",0,77.22,3.561,222,7.143
1,6/1/2012,"1,624,478",0,77.95,3.501,222,7.143
1,6/8/2012,"1,697,231",0,78.3,3.452,222,7.143
1,6/15/2012,"1,630,607",0,79.35,3.393,222,7.143
1,6/22/2012,"1,527,846",0,78.39,3.346,222,7.143
1,6/29/2012,"1,540,421",0,84.88,3.286,222,7.143
1,7/6/2012,"1,769,854",0,81.57,3.227,222,6.908
1,7/13/2012,"1,527,014",0,77.12,3.256,222,6.908
1,7/20/2012,"1,497,955",0,80.42,3.311,222,6.908
1,7/27/2012,"1,439,124",0,82.66,3.407,222,6.908
1,8/3/2012,"1,631,136",0,86.11,3.417,222,6.908
1,8/10/2012,"1,592,410",0,85.05,3.494,222,6.908
1,8/17/2012,"1,597,868",0,84.85,3.571,222,6.908
1,8/24/2012,"1,494,122",0,77.66,3.62,222,6.908
1,8/31/2012,"1,582,083",0,80.49,3.638,222,6.908
1,9/7/2012,"1,661,767",1,83.96,3.73,222,6.908
1,9/14/2012,"1,517,429",0,74.97,3.717,223,6.908
1,9/21/2012,"1,506,126",0,69.87,3.721,223,6.908
1,9/28/2012,"1,437,059",0,76.08,3.666,223,6.908
1,10/5/2012,"1,670,786",0,68.55,3.617,223,6.573
1,10/12/2012,"1,573,073",0,62.99,3.601,223,6.573
1,10/19/2012,"1,508,069",0,67.97,3.594,223,6.573
1,10/26/2012,"1,493,660",0,69.16,3.506,223,6.573
2,2/5/2010,"2,136,989",0,40.19,2.572,211,8.324
2,2/12/2010,"2,137,810",1,38.49,2.548,211,8.324
2,2/19/2010,"2,124,452",0,39.69,2.514,211,8.324
2,2/26/2010,"1,865,097",0,46.1,2.561,211,8.324
2,3/5/2010,"1,991,013",0,47.17,2.625,211,8.324
2,3/12/2010,"1,990,484",0,57.56,2.667,211,8.324
2,3/19/2010,"1,946,071",0,54.52,2.72,211,8.324
2,3/26/2010,"1,750,198",0,51.26,2.732,211,8.324
2,4/2/2010,"2,066,188",0,63.27,2.719,210,8.2
2,4/9/2010,"1,954,689",0,65.41,2.77,210,8.2
2,4/16/2010,"1,874,958",0,68.07,2.808,210,8.2
2,4/23/2010,"1,821,991",0,65.11,2.795,210,8.2
2,4/30/2010,"1,802,450",0,66.98,2.78,210,8.2
2,5/7/2010,"2,042,582",0,71.28,2.835,210,8.2
2,5/14/2010,"1,880,752",0,73.31,2.854,210,8.2
2,5/21/2010,"1,896,937",0,74.83,2.826,210,8.2
2,5/28/2010,"1,957,114",0,81.13,2.759,211,8.2
2,6/4/2010,"2,102,540",0,81.81,2.705,211,8.2
2,6/11/2010,"2,025,539",0,83.4,2.668,211,8.2
2,6/18/2010,"2,001,637",0,85.81,2.637,211,8.2
2,6/25/2010,"1,939,927",0,86.26,2.653,211,8.2
2,7/2/2010,"2,003,941",0,82.74,2.669,211,8.099
2,7/9/2010,"1,880,903",0,82.59,2.642,211,8.099
2,7/16/2010,"1,845,880",0,85.32,2.623,211,8.099
2,7/23/2010,"1,781,718",0,87.66,2.608,211,8.099
2,7/30/2010,"1,804,246",0,83.49,2.64,211,8.099
2,8/6/2010,"1,991,910",0,89.53,2.627,211,8.099
2,8/13/2010,"1,895,601",0,89.05,2.692,211,8.099
2,8/20/2010,"1,964,335",0,88.7,2.664,211,8.099
2,8/27/2010,"1,863,840",0,87.12,2.619,211,8.099
2,9/3/2010,"1,904,608",0,81.83,2.577,211,8.099
2,9/10/2010,"1,839,129",1,79.09,2.565,211,8.099
2,9/17/2010,"1,793,904",0,82.05,2.582,211,8.099
2,9/24/2010,"1,724,557",0,81.79,2.624,211,8.099
2,10/1/2010,"1,827,440",0,69.24,2.603,211,8.163
2,10/8/2010,"1,849,921",0,63.19,2.633,211,8.163
2,10/15/2010,"1,794,355",0,65.8,2.72,211,8.163
2,10/22/2010,"1,737,948",0,68.5,2.725,212,8.163
2,10/29/2010,"1,802,755",0,66.24,2.716,212,8.163
2,11/5/2010,"1,939,061",0,57.85,2.689,212,8.163
2,11/12/2010,"1,916,813",0,59.69,2.728,212,8.163
2,11/19/2010,"1,956,739",0,50.81,2.771,212,8.163
2,11/26/2010,"2,658,725",1,62.98,2.735,211,8.163
2,12/3/2010,"2,015,781",0,49.33,2.708,211,8.163
2,12/10/2010,"2,378,727",0,45.5,2.843,211,8.163
2,12/17/2010,"2,609,167",0,47.55,2.869,211,8.163
2,12/24/2010,"3,436,008",0,49.97,2.886,211,8.163
2,12/31/2010,"1,750,435",1,47.3,2.943,211,8.163
2,1/7/2011,"1,758,051",0,44.69,2.976,211,8.028
2,1/14/2011,"1,744,194",0,33.02,2.983,211,8.028
2,1/21/2011,"1,751,385",0,41.4,3.016,211,8.028
2,1/28/2011,"1,695,372",0,42.83,3.01,212,8.028
2,2/4/2011,"1,929,346",0,38.25,2.989,212,8.028
2,2/11/2011,"2,168,042",1,33.19,3.022,213,8.028
2,2/18/2011,"2,080,885",0,57.83,3.045,213,8.028
2,2/25/2011,"1,833,511",0,60.8,3.065,213,8.028
2,3/4/2011,"1,981,608",0,57.77,3.288,213,8.028
2,3/11/2011,"1,879,107",0,52.7,3.459,214,8.028
2,3/18/2011,"1,902,558",0,62.32,3.488,214,8.028
2,3/25/2011,"1,766,162",0,69.42,3.473,214,8.028
2,4/1/2011,"1,800,171",0,55.43,3.524,214,7.931
2,4/8/2011,"1,847,553",0,67,3.622,215,7.931
2,4/15/2011,"1,856,468",0,69.48,3.743,215,7.931
2,4/22/2011,"1,886,340",0,69.39,3.807,215,7.931
2,4/29/2011,"1,745,545",0,69.21,3.81,215,7.931
2,5/6/2011,"1,837,744",0,61.48,3.906,215,7.931
2,5/13/2011,"1,838,513",0,74.61,3.899,216,7.931
2,5/20/2011,"1,688,282",0,67.14,3.907,215,7.931
2,5/27/2011,"1,797,733",0,76.42,3.786,215,7.931
2,6/3/2011,"1,933,756",0,83.07,3.699,215,7.931
2,6/10/2011,"1,929,153",0,83.4,3.648,215,7.931
2,6/17/2011,"1,953,772",0,86.53,3.637,215,7.931
2,6/24/2011,"1,790,926",0,85.17,3.594,215,7.931
2,7/1/2011,"1,866,243",0,85.69,3.524,215,7.852
2,7/8/2011,"1,853,162",0,87.7,3.48,215,7.852
2,7/15/2011,"1,785,187",0,89.83,3.575,215,7.852
2,7/22/2011,"1,743,816",0,89.34,3.651,215,7.852
2,7/29/2011,"1,680,693",0,90.07,3.682,215,7.852
2,8/5/2011,"1,876,704",0,93.34,3.684,215,7.852
2,8/12/2011,"1,812,768",0,91.58,3.638,215,7.852
2,8/19/2011,"1,844,095",0,89.86,3.554,215,7.852
2,8/26/2011,"1,821,140",0,90.45,3.523,215,7.852
2,9/2/2011,"1,809,120",0,89.64,3.533,215,7.852
2,9/9/2011,"1,748,001",1,77.97,3.546,216,7.852
2,9/16/2011,"1,691,440",0,78.85,3.526,216,7.852
2,9/23/2011,"1,669,300",0,75.58,3.467,216,7.852
2,9/30/2011,"1,650,394",0,78.14,3.355,216,7.852
2,10/7/2011,"1,837,553",0,69.92,3.285,217,7.441
2,10/14/2011,"1,743,882",0,71.67,3.274,217,7.441
2,10/21/2011,"1,834,680",0,64.53,3.353,217,7.441
2,10/28/2011,"1,769,296",0,65.87,3.372,217,7.441
2,11/4/2011,"1,959,708",0,55.53,3.332,217,7.441
2,11/11/2011,"1,920,725",0,59.33,3.297,218,7.441
2,11/18/2011,"1,902,763",0,62.01,3.308,218,7.441
2,11/25/2011,"2,614,202",1,56.36,3.236,218,7.441
2,12/2/2011,"1,954,952",0,48.74,3.172,218,7.441
2,12/9/2011,"2,290,549",0,41.76,3.158,219,7.441
2,12/16/2011,"2,432,737",0,50.13,3.159,219,7.441
2,12/23/2011,"3,224,370",0,46.66,3.112,219,7.441
2,12/30/2011,"1,874,227",1,44.57,3.129,219,7.441
2,1/6/2012,"1,799,520",0,46.75,3.157,219,7.057
2,1/13/2012,"1,744,725",0,45.99,3.261,220,7.057
2,1/20/2012,"1,711,769",0,51.7,3.268,220,7.057
2,1/27/2012,"1,660,906",0,50.5,3.29,220,7.057
2,2/3/2012,"1,935,300",0,55.21,3.36,220,7.057
2,2/10/2012,"2,103,323",1,46.98,3.409,220,7.057
2,2/17/2012,"2,196,688",0,43.82,3.51,220,7.057
2,2/24/2012,"1,861,803",0,54.63,3.555,220,7.057
2,3/2/2012,"1,952,556",0,58.79,3.63,220,7.057
2,3/9/2012,"1,937,628",0,57.11,3.669,221,7.057
2,3/16/2012,"1,976,082",0,63.68,3.734,221,7.057
2,3/23/2012,"1,790,439",0,64.01,3.787,221,7.057
2,3/30/2012,"1,857,481",0,66.83,3.845,221,7.057
2,4/6/2012,"2,129,036",0,68.43,3.891,221,6.891
2,4/13/2012,"1,935,869",0,68.08,3.891,221,6.891
2,4/20/2012,"1,847,344",0,65.69,3.877,221,6.891
2,4/27/2012,"1,764,133",0,67.2,3.814,221,6.891
2,5/4/2012,"1,923,957",0,76.73,3.749,221,6.891
2,5/11/2012,"1,917,521",0,73.87,3.688,221,6.891
2,5/18/2012,"2,000,941",0,71.27,3.63,221,6.891
2,5/25/2012,"1,912,791",0,78.19,3.561,221,6.891
2,6/1/2012,"1,910,092",0,78.38,3.501,221,6.891
2,6/8/2012,"2,010,216",0,78.69,3.452,221,6.891
2,6/15/2012,"1,962,924",0,80.56,3.393,221,6.891
2,6/22/2012,"1,887,733",0,81.04,3.346,221,6.891
2,6/29/2012,"1,881,046",0,86.32,3.286,221,6.891
2,7/6/2012,"2,041,507",0,84.2,3.227,222,6.565
2,7/13/2012,"1,830,075",0,80.17,3.256,222,6.565
2,7/20/2012,"1,819,666",0,83.23,3.311,222,6.565
2,7/27/2012,"1,757,924",0,86.37,3.407,222,6.565
2,8/3/2012,"1,946,105",0,90.22,3.417,222,6.565
2,8/10/2012,"1,866,720",0,88.55,3.494,222,6.565
2,8/17/2012,"1,928,016",0,84.79,3.571,222,6.565
2,8/24/2012,"1,876,788",0,76.91,3.62,222,6.565
2,8/31/2012,"1,947,083",0,82.64,3.638,222,6.565
2,9/7/2012,"1,898,777",1,87.65,3.73,222,6.565
2,9/14/2012,"1,814,807",0,75.88,3.717,222,6.565
2,9/21/2012,"1,829,416",0,71.09,3.721,222,6.565
2,9/28/2012,"1,746,471",0,79.45,3.666,223,6.565
2,10/5/2012,"1,998,321",0,70.27,3.617,223,6.17
2,10/12/2012,"1,900,745",0,60.97,3.601,223,6.17
2,10/19/2012,"1,847,990",0,68.08,3.594,223,6.17
2,10/26/2012,"1,834,458",0,69.79,3.506,223,6.17
3,2/5/2010,"461,622",0,45.71,2.572,214,7.368
3,2/12/2010,"420,729",1,47.93,2.548,215,7.368
3,2/19/2010,"421,642",0,47.07,2.514,215,7.368
3,2/26/2010,"407,205",0,52.05,2.561,215,7.368
3,3/5/2010,"415,202",0,53.04,2.625,215,7.368
3,3/12/2010,"384,201",0,63.08,2.667,215,7.368
3,3/19/2010,"375,329",0,60.42,2.72,215,7.368
3,3/26/2010,"359,949",0,57.06,2.732,214,7.368
3,4/2/2010,"423,294",0,65.56,2.719,214,7.343
3,4/9/2010,"415,870",0,68,2.77,214,7.343
3,4/16/2010,"354,993",0,66.98,2.808,214,7.343
3,4/23/2010,"339,977",0,67.87,2.795,214,7.343
3,4/30/2010,"361,248",0,70.24,2.78,214,7.343
3,5/7/2010,"399,324",0,73.47,2.835,214,7.343
3,5/14/2010,"384,358",0,77.18,2.854,214,7.343
3,5/21/2010,"343,763",0,75.81,2.826,214,7.343
3,5/28/2010,"350,089",0,78.6,2.759,214,7.343
3,6/4/2010,"396,969",0,78.53,2.705,214,7.343
3,6/11/2010,"355,017",0,82.1,2.668,215,7.343
3,6/18/2010,"364,077",0,83.52,2.637,215,7.343
3,6/25/2010,"357,346",0,83.79,2.653,215,7.343
3,7/2/2010,"381,152",0,82.2,2.669,215,7.346
3,7/9/2010,"349,214",0,81.75,2.642,214,7.346
3,7/16/2010,"352,729",0,84.32,2.623,214,7.346
3,7/23/2010,"352,864",0,83.32,2.608,215,7.346
3,7/30/2010,"347,955",0,82.04,2.64,215,7.346
3,8/6/2010,"402,636",0,85.13,2.627,215,7.346
3,8/13/2010,"339,597",0,86.74,2.692,215,7.346
3,8/20/2010,"351,728",0,88.02,2.664,215,7.346
3,8/27/2010,"362,134",0,86.15,2.619,215,7.346
3,9/3/2010,"366,474",0,84.16,2.577,215,7.346
3,9/10/2010,"352,261",1,80.84,2.565,215,7.346
3,9/17/2010,"363,065",0,82.36,2.582,215,7.346
3,9/24/2010,"355,627",0,76.9,2.624,215,7.346
3,10/1/2010,"358,784",0,73.6,2.603,215,7.564
3,10/8/2010,"395,107",0,66.99,2.633,215,7.564
3,10/15/2010,"345,584",0,69.71,2.72,215,7.564
3,10/22/2010,"348,896",0,71.64,2.725,215,7.564
3,10/29/2010,"348,592",0,72.04,2.716,215,7.564
3,11/5/2010,"423,176",0,62.94,2.689,215,7.564
3,11/12/2010,"386,635",0,62.79,2.728,215,7.564
3,11/19/2010,"372,545",0,57.72,2.771,215,7.564
3,11/26/2010,"565,568",1,68.71,2.735,215,7.564
3,12/3/2010,"476,421",0,53.76,2.708,215,7.564
3,12/10/2010,"467,642",0,51.13,2.843,215,7.564
3,12/17/2010,"498,159",0,52.2,2.869,215,7.564
3,12/24/2010,"605,990",0,57.16,2.886,215,7.564
3,12/31/2010,"382,678",1,53.2,2.943,215,7.564
3,1/7/2011,"378,241",0,53.35,2.976,215,7.551
3,1/14/2011,"381,061",0,44.76,2.983,215,7.551
3,1/21/2011,"350,877",0,50.74,3.016,215,7.551
3,1/28/2011,"364,866",0,48.71,3.01,216,7.551
3,2/4/2011,"438,517",0,45.95,2.989,216,7.551
3,2/11/2011,"430,526",1,43.57,3.022,216,7.551
3,2/18/2011,"432,782",0,61.58,3.045,217,7.551
3,2/25/2011,"397,211",0,67.4,3.065,217,7.551
3,3/4/2011,"437,085",0,65.11,3.288,217,7.551
3,3/11/2011,"404,753",0,61.29,3.459,217,7.551
3,3/18/2011,"392,110",0,69.47,3.488,218,7.551
3,3/25/2011,"380,684",0,72.94,3.473,218,7.551
3,4/1/2011,"374,556",0,68.76,3.524,218,7.574
3,4/8/2011,"384,075",0,72.55,3.622,218,7.574
3,4/15/2011,"366,251",0,75.88,3.743,219,7.574
3,4/22/2011,"391,860",0,76.91,3.807,219,7.574
3,4/29/2011,"367,405",0,78.69,3.81,219,7.574
3,5/6/2011,"413,042",0,69.45,3.906,219,7.574
3,5/13/2011,"386,313",0,79.87,3.899,219,7.574
3,5/20/2011,"364,603",0,75.79,3.907,219,7.574
3,5/27/2011,"369,351",0,84.41,3.786,219,7.574
3,6/3/2011,"394,508",0,84.29,3.699,219,7.574
3,6/10/2011,"391,639",0,84.84,3.648,218,7.574
3,6/17/2011,"403,423",0,86.96,3.637,218,7.574
3,6/24/2011,"385,521",0,84.94,3.594,218,7.574
3,7/1/2011,"368,963",0,85.1,3.524,219,7.567
3,7/8/2011,"395,146",0,85.38,3.48,219,7.567
3,7/15/2011,"373,454",0,87.14,3.575,219,7.567
3,7/22/2011,"360,617",0,86.19,3.651,219,7.567
3,7/29/2011,"345,381",0,88.07,3.682,219,7.567
3,8/5/2011,"409,981",0,88.45,3.684,219,7.567
3,8/12/2011,"380,377",0,88.88,3.638,219,7.567
3,8/19/2011,"379,717",0,88.44,3.554,219,7.567
3,8/26/2011,"366,368",0,87.67,3.523,219,7.567
3,9/2/2011,"375,989",0,89.12,3.533,219,7.567
3,9/9/2011,"377,347",1,81.72,3.546,219,7.567
3,9/16/2011,"375,630",0,83.63,3.526,219,7.567
3,9/23/2011,"365,249",0,80.19,3.467,220,7.567
3,9/30/2011,"368,478",0,82.58,3.355,220,7.567
3,10/7/2011,"403,342",0,75.54,3.285,220,7.197
3,10/14/2011,"368,283",0,73.75,3.274,221,7.197
3,10/21/2011,"394,976",0,69.03,3.353,221,7.197
3,10/28/2011,"389,541",0,71.04,3.372,221,7.197
3,11/4/2011,"459,443",0,59.31,3.332,221,7.197
3,11/11/2011,"407,764",0,61.7,3.297,221,7.197
3,11/18/2011,"398,839",0,63.91,3.308,222,7.197
3,11/25/2011,"556,925",1,68,3.236,222,7.197
3,12/2/2011,"472,511",0,54.97,3.172,222,7.197
3,12/9/2011,"468,773",0,49.26,3.158,222,7.197
3,12/16/2011,"510,748",0,57.95,3.159,223,7.197
3,12/23/2011,"551,221",0,53.41,3.112,223,7.197
3,12/30/2011,"410,554",1,48.29,3.129,223,7.197
3,1/6/2012,"398,178",0,52.42,3.157,223,6.833
3,1/13/2012,"367,439",0,51.86,3.261,223,6.833
3,1/20/2012,"365,819",0,56.2,3.268,223,6.833
3,1/27/2012,"349,518",0,58.06,3.29,224,6.833
3,2/3/2012,"424,961",0,59.33,3.36,224,6.833
3,2/10/2012,"473,292",1,51.65,3.409,224,6.833
3,2/17/2012,"475,591",0,52.39,3.51,224,6.833
3,2/24/2012,"418,925",0,60.12,3.555,224,6.833
3,3/2/2012,"469,753",0,61.65,3.63,224,6.833
3,3/9/2012,"445,162",0,60.71,3.669,225,6.833
3,3/16/2012,"411,776",0,64,3.734,225,6.833
3,3/23/2012,"413,907",0,66.53,3.787,225,6.833
3,3/30/2012,"407,489",0,69.36,3.845,225,6.833
3,4/6/2012,"503,232",0,73.01,3.891,225,6.664
3,4/13/2012,"420,790",0,72.83,3.891,225,6.664
3,4/20/2012,"434,822",0,72.05,3.877,225,6.664
3,4/27/2012,"394,616",0,73.39,3.814,225,6.664
3,5/4/2012,"439,914",0,79.51,3.749,225,6.664
3,5/11/2012,"431,985",0,75.19,3.688,225,6.664
3,5/18/2012,"418,113",0,72.38,3.63,225,6.664
3,5/25/2012,"413,701",0,78.58,3.561,225,6.664
3,6/1/2012,"432,269",0,81.55,3.501,225,6.664
3,6/8/2012,"446,337",0,81.65,3.452,225,6.664
3,6/15/2012,"442,075",0,84.66,3.393,225,6.664
3,6/22/2012,"419,498",0,82.7,3.346,225,6.664
3,6/29/2012,"422,965",0,86.42,3.286,225,6.664
3,7/6/2012,"411,207",0,83.14,3.227,225,6.334
3,7/13/2012,"416,913",0,82.28,3.256,225,6.334
3,7/20/2012,"432,425",0,81.38,3.311,225,6.334
3,7/27/2012,"389,428",0,84.94,3.407,225,6.334
3,8/3/2012,"419,990",0,86.55,3.417,225,6.334
3,8/10/2012,"391,812",0,85.85,3.494,225,6.334
3,8/17/2012,"394,919",0,87.36,3.571,226,6.334
3,8/24/2012,"412,450",0,83.01,3.62,226,6.334
3,8/31/2012,"408,839",0,85.18,3.638,226,6.334
3,9/7/2012,"408,230",1,84.99,3.73,226,6.334
3,9/14/2012,"407,589",0,78.36,3.717,226,6.334
3,9/21/2012,"414,392",0,72.78,3.721,226,6.334
3,9/28/2012,"389,813",0,77.46,3.666,227,6.334
3,10/5/2012,"443,558",0,72.74,3.617,227,6.034
3,10/12/2012,"410,804",0,70.31,3.601,227,6.034
3,10/19/2012,"424,513",0,73.44,3.594,227,6.034
3,10/26/2012,"405,433",0,74.66,3.506,227,6.034
4,2/5/2010,"2,135,144",0,43.76,2.598,126,8.623
4,2/12/2010,"2,188,307",1,28.84,2.573,126,8.623
4,2/19/2010,"2,049,860",0,36.45,2.54,127,8.623
4,2/26/2010,"1,925,729",0,41.36,2.59,127,8.623
4,3/5/2010,"1,971,057",0,43.49,2.654,127,8.623
4,3/12/2010,"1,894,324",0,49.63,2.704,127,8.623
4,3/19/2010,"1,897,429",0,55.19,2.743,127,8.623
4,3/26/2010,"1,762,539",0,39.91,2.752,127,8.623
4,4/2/2010,"1,979,247",0,48.77,2.74,127,7.896
4,4/9/2010,"1,818,453",0,54.16,2.773,127,7.896
4,4/16/2010,"1,851,520",0,56.23,2.81,127,7.896
4,4/23/2010,"1,802,678",0,56.87,2.805,126,7.896
4,4/30/2010,"1,817,273",0,53.04,2.787,126,7.896
4,5/7/2010,"2,000,626",0,56.77,2.836,126,7.896
